date,lat,lon,temp_c,rel_humidity_pct,wind_speed_ms,precip_mm,vpd_kpa,fwi,ndvi,ndmi,lfmc_proxy_pct,elevation_m,slope_pct,aspect_deg,target_ros_m_min
2024-10-01,54.203385,40.79545,14.68,45.65,3.0,,0.9079323613580308,,0.48898388687931593,-0.019913419913419883,72.6,122.0,1.282004475593567,71.56504821777344,0.8656
2024-10-01,54.516982,40.731419,13.82,59.42,3.17,0.02,0.6411749840664398,1.952205040152373,0.17618664521319385,-0.1962616822429907,64.8,96.0,1.1466596126556396,135.0,0.3951
2024-10-01,54.601286,40.772355,13.82,59.42,3.17,0.02,0.6411749840664398,1.952205040152373,0.45454545454545453,-0.022143489813994645,69.0,95.0,2.0671701431274414,11.309932708740234,0.7512
2024-10-01,50.61053,41.757015,15.96,35.81,4.14,,1.1641795443728746,,0.4953000723065799,0.06543019062339002,33.6,176.0,16.185781478881836,202.06790161132812,0.4171
2024-10-01,50.962827,40.936107,16.78,32.77,4.37,,1.284683431196675,,0.5371621621621622,0.003307607497243704,41.4,204.0,6.710653305053711,154.9831085205078,1.0789
2024-10-01,49.917416,37.679575,17.64,30.4,5.15,,1.4043400674429498,,0.3259755616870319,-0.1048430015965939,16.8,91.0,5.846839904785156,146.3099365234375,4.7642
2024-10-01,49.947955,38.020415,17.65,30.68,5.26,,1.3995726002313729,,0.2579710144927536,-0.3453996983408748,19.8,156.0,2.0671701431274414,101.30992889404297,1.0758
2024-10-01,50.00101,37.86458,17.65,30.68,5.26,,1.3995726002313729,,0.4048729911871436,-0.15550015581177937,120.0,167.0,15.384053230285645,18.434947967529297,8.8204
2024-10-01,50.752853,39.280167,17.12,31.23,4.49,,1.3427440517776574,,0.3341355796229442,-0.12381454162276082,35.4,199.0,2.2933192253112793,45.0,0.6237
2024-10-01,51.226245,37.91852,17.15,30.17,4.73,,1.3660325318347795,,0.28381642512077293,-0.03407542026351661,54.6,148.0,1.81302809715271,63.4349479675293,4.1062
2024-10-01,50.85141,38.8679,17.18,30.43,4.57,,1.3635328213295481,,0.33539003966505065,-0.1392045454545455,40.199999999999996,160.0,6.536965847015381,187.12501525878906,6.4794
2024-10-01,50.38076,39.630855,17.2,31.12,4.81,,1.3517187929403252,,0.3399153737658674,-0.019354838709677438,36.0,90.0,4.013308525085449,315.0,0.2329
2024-10-01,50.404475,39.024195,17.23,30.74,4.92,,1.3617581069243792,,0.4226415094339622,-0.058441558441558454,31.799999999999997,202.0,6.410022258758545,71.56504821777344,1.841
2024-10-01,51.670037,34.213738,15.07,45.82,3.73,,0.92812877210876,,0.5170297637312058,-0.009813739234928877,46.199999999999996,154.0,1.282004475593567,341.5650634765625,17.6723
2024-10-01,51.5133,34.70341,15.93,39.19,4.12,,1.1007660714881813,,0.5350848021283671,0.026005779062013755,51.0,141.0,3.62605619430542,26.565052032470703,4.6975
2024-10-01,50.3202,37.56707,17.24,30.08,4.93,,1.375604585794842,,0.27652901202300056,-0.2834507042253521,11.4,199.0,3.3430585861206055,194.03623962402344,7.3661
2024-10-01,52.038845,32.01289,13.5,60.35,2.68,,0.6135707617620549,,0.1498363132712163,-0.012543252595155707,62.4,118.0,0.5733298063278198,45.0,2.3174
2024-10-01,48.279485,39.814335,17.27,34.45,5.58,,1.2920785035746614,,0.3592964824120603,-0.08227311280746401,9.0,56.0,7.183802127838135,286.3895263671875,10.116
2024-10-01,49.14819,37.84347,17.55,33.39,5.59,,1.3364017691893042,,0.4278914802475011,-0.06919019547005899,10.2,130.0,13.073931694030762,119.74488067626953,12.825
2024-10-01,50.40051,35.825705,17.4,30.71,4.71,,1.3770675121902898,,0.4332988624612202,-0.031672100605496044,10.799999999999999,176.0,1.282004475593567,161.56504821777344,7.4184
2024-10-01,48.484657,38.778586,17.01,34.23,5.64,,1.2752524598305857,,0.2040520984081042,-0.040737893927747924,25.2,249.0,1.1466596126556396,45.0,3.9922
2024-10-01,51.053365,30.631565,13.28,69.08,2.23,,0.47166152023994634,,0.2799732083054254,-0.10323791647114026,54.0,100.0,1.6216216087341309,180.0,0.4295
2024-10-01,47.777461,39.66734,17.13,33.66,5.9,,1.2961182647998792,,0.233866804336603,-0.1895557816208884,19.8,160.0,5.985739231109619,151.69924926757812,3.2164
2024-10-01,48.181902,38.12329,17.44,35.23,5.93,,1.290493510842571,,0.38688085676037487,-0.09991311902693309,24.0,163.0,0.8108108043670654,0.0,13.8912
2024-10-01,48.09836,38.59519,17.4,34.05,5.9,,1.3106884460809585,,0.4381667325167918,0.03703703703703699,20.4,318.0,7.96495246887207,104.74356079101562,12.462
2024-10-01,49.69409,32.79536,17.16,50.89,3.24,,0.9613107968663342,,0.36228768006880235,0.05004971826317534,22.8,82.0,1.7199894189834595,135.0,1.3168
2024-10-01,52.583613,19.6736,8.49,63.43,2.0,0.48,0.40559797770824757,1.6474737557790577,0.31512325116588946,-0.1077966101694915,76.2,107.0,0.5733298063278198,135.0,1.5588
2024-10-01,49.822987,37.540117,17.64,30.4,5.15,,1.4043400674429498,,0.3284671532846716,-0.126632897893895,18.0,150.0,9.746606826782227,196.92750549316406,5.917
2024-10-01,51.31019,33.15,14.83,49.0,3.11,,0.8602532210675035,,0.5196017423771001,0.0507745266781411,57.599999999999994,119.0,3.3430585861206055,284.0362548828125,0.141
2024-10-01,48.606263,21.18022,8.89,69.03,1.26,,0.35292078622870293,,0.3130699088145897,0.062136790344210976,80.39999999999999,224.0,4.622332572937012,217.87498474121094,0.1994
2024-10-01,48.59363,20.84169,8.85,67.63,0.89,,0.3678780972882507,,0.48304446119065547,-0.07583939891993424,73.8,232.0,29.59737205505371,293.4046936035156,0.2618
2024-10-01,49.24625,19.33928,6.73,73.67,0.36,0.02,0.25893844655640896,1.395709973081309,0.6977368622938243,0.2112753147235906,75.0,500.0,4.054054260253906,216.86990356445312,0.084
2024-10-01,50.03884,18.48328,9.42,74.87,2.0,0.01,0.296796425138281,1.5470774853179814,0.5175789942145083,0.08048162230671739,120.0,295.0,6.927570819854736,159.44395446777344,0.2987
2024-10-01,50.41847,18.14104,9.51,79.2,2.35,0.03,0.24714969653994256,1.5533093840647427,0.5021607605877269,0.1041931385006353,84.0,189.0,0.5733298063278198,135.0,0.8293
2024-10-01,50.34234,18.86867,9.28,75.0,2.04,0.03,0.2924895617658472,1.5494586742729777,0.4405050995628946,0.11211098612673417,108.6,286.0,1.282004475593567,251.56504821777344,0.3606
2024-10-01,50.535905,17.975265,9.51,79.2,2.35,0.03,0.24714969653994256,1.5533093840647427,0.5473251028806585,0.1590628853267571,88.8,162.0,2.8666491508483887,351.8699035644531,0.0915
2024-10-01,50.335318,19.293883,8.76,72.16,1.64,0.01,0.3144747390603583,1.5275813099506437,0.5426515930113052,0.1106178320384758,101.39999999999999,310.0,5.285839557647705,94.3987045288086,0.5246
2024-10-01,50.49196,19.46469,8.76,72.16,1.64,0.01,0.3144747390603583,1.5275813099506437,0.6266666666666666,0.12778684067427945,82.8,375.0,5.191722393035889,218.65980529785156,0.3984
2024-10-01,51.18017,16.11351,8.9,86.68,2.35,0.68,0.15189164935357025,0.7668403904209804,0.720536756126021,0.2785605896379795,86.39999999999999,167.0,5.128017902374268,71.56504821777344,0.2678
2024-10-01,50.80721,20.52858,8.34,59.33,1.11,0.02,0.4465017443733359,1.5887339591852176,0.4349426282745183,0.08655737704918033,91.2,247.0,34.13600158691406,52.721824645996094,0.5328
2024-10-01,51.10537,18.93913,9.54,70.19,2.5,0.13,0.3549238246837293,1.6428072192627914,0.46458684654300175,0.1246358044674652,81.6,204.0,15.99168872833252,59.534454345703125,0.2645
2024-10-01,52.157705,10.40166,12.13,89.14,2.1,15.11,0.15362905636676327,0.00019744719472429534,0.42274678111587977,0.07761072734660704,87.0,88.0,2.8666491508483887,315.0,0.4812
2024-10-01,47.872107,33.419245,17.26,51.92,3.2,,0.947122198725626,,0.25473684210526315,0.06587183308494786,33.6,100.0,2.2933192253112793,315.0,4.1088
2024-10-01,50.931565,21.67665,8.45,63.84,1.17,0.03,0.39996373445558153,1.5489153555662403,0.2787556283258289,-0.0031908104658583307,69.6,210.0,42.84273910522461,330.52410888671875,0.3998
2024-10-01,52.17092,14.624717,9.34,89.37,2.9,7.7,0.1248704123425215,0.0009666195177420816,0.25150000000000006,0.14737565895026364,76.8,47.0,2.8666491508483887,81.8698959350586,1.3184
2024-10-01,44.83038,20.69445,11.93,58.39,1.49,,0.5809184907085346,,0.33928951286960224,-0.05959671396564599,58.199999999999996,77.0,3.3430585861206055,345.9637451171875,0.4173
2024-10-01,48.46118,17.19167,10.51,70.93,2.34,0.1,0.3693531151066396,1.6251368267764401,0.5915492957746479,0.18187100522951768,69.0,198.0,3.439978837966919,45.0,0.3741
2024-10-01,49.351195,6.746922,11.59,88.89,3.36,1.41,0.15166177454395147,0.3310113287825787,0.3262129996948428,0.07441285537700869,86.39999999999999,201.0,9.897207260131836,34.99201965332031,0.4726
2024-10-01,48.27698,14.33755,9.99,93.15,0.77,1.61,0.08405908998349498,0.24944395732104888,0.14034315882094142,0.03929430633520445,109.8,254.0,2.4324324131011963,180.0,0.2653
2024-10-01,41.176315,32.631395,8.9,90.65,3.33,59.29,0.10662063974893998,2.5146230137993158e-05,0.3527931555108203,0.024780785360274515,76.2,266.0,7.96495246887207,255.25643920898438,0.7831
2024-10-01,41.54808,19.72501,12.71,51.77,1.5,,0.7087850468019937,,0.2965116279069767,0.028597785977859766,55.199999999999996,189.0,4.054054260253906,233.13009643554688,0.3773
2024-10-01,41.50086,19.74255,12.71,51.77,1.5,,0.7087850468019937,,0.5257614574437803,0.06117600475153437,55.199999999999996,64.0,6.486486434936523,0.0,0.46
2024-10-01,39.86782,26.24307,18.12,53.57,2.9,,0.9655647352530083,,0.25367647058823534,-0.07926711668273861,35.4,59.0,2.3638994693756104,30.963756561279297,0.1986
2024-10-01,38.068404,22.456234,18.02,54.89,1.15,,0.9322370170535212,,0.41598023064250406,0.007620164126611932,40.199999999999996,763.0,33.55326843261719,61.88679122924805,3.0511
2024-10-01,41.47468,-1.49104,19.58,53.57,2.64,0.28,1.0577564184041088,2.5127997796508925,0.3912457912457912,-0.017360285374554106,39.6,432.0,5.159968376159668,315.0,0.1972
2024-10-01,40.510837,17.211347,19.26,64.74,3.92,,0.7874581376322611,,0.10045366169799093,0.011617515638963322,42.0,35.0,23.513513565063477,223.60281372070312,0.5325
2024-10-01,39.35325,22.9838,19.64,51.15,4.71,,1.1170419886836185,,0.22534013605442177,-0.02139219015280136,35.4,11.0,6.410022258758545,145.30484008789062,0.1854
2024-10-01,38.441,27.239945,17.77,53.5,2.08,,0.9459629314791216,,0.15714285714285714,-0.03659652333028365,99.6,39.0,5.128017902374268,288.4349365234375,6.5211
2024-10-01,41.394605,15.315105,19.41,61.95,1.91,,0.8577354572053613,,0.223504721930745,-0.21823667448876966,30.599999999999998,241.0,2.8666491508483887,351.8699035644531,0.359
2024-10-01,38.20404,15.26616,19.96,66.24,2.09,0.01,0.7874512188130707,1.7885655425713454,0.09155897717899367,0.06605800214822774,42.0,17.0,8.208833694458008,290.224853515625,0.2232
2024-10-01,37.00877,14.33939,21.12,66.64,2.18,,0.8358001391550327,,0.15737580583996966,0.045384483644459704,32.4,13.0,0.5733298063278198,315.0,10.766
2024-10-01,37.12188,15.21768,21.41,63.83,1.77,,0.9224549927948111,,0.2270287338174929,-0.07520228462636844,33.6,21.0,8.751500129699707,76.60750579833984,0.1634
2024-10-01,36.08552,6.80404,23.45,56.05,2.84,0.01,1.2687569886682626,2.7256379680966076,0.1386994088221919,-0.13595583160800548,37.199999999999996,827.0,4.134340286254883,11.309932708740234,0.0689
2024-10-01,36.179905,3.74575,24.33,53.05,1.83,,1.42893921216706,,0.16802860061287025,-0.16042584434654916,28.2,896.0,11.351351737976074,0.0,0.5631
2024-10-01,32.746595,3.17932,25.83,40.73,1.31,,1.9723913027805953,,0.10290524029323918,-0.1054833737062321,8.4,762.0,1.282004475593567,251.56504821777344,0.5345
2024-10-01,32.357462,6.978176,27.75,40.49,1.33,,2.2168994671413547,,0.08307392996108946,-0.10512779295933132,2.4,125.0,1.282004475593567,341.5650634765625,0.607
2024-10-01,32.554468,3.168145,25.83,40.73,1.31,,1.9723913027805953,,0.12432002122860555,-0.17576111273222453,10.2,678.0,5.675675868988037,180.0,0.4672
2024-10-01,35.350614,5.760196,21.88,55.18,2.68,,1.1763702079297076,,0.07959305804907238,-0.1720972923359339,9.0,871.0,9.542110443115234,282.2647705078125,0.6848
2024-10-01,35.09434,5.64492,25.29,48.96,2.0,,1.6449740778819604,,0.101763907734057,-0.09632743909978982,12.0,418.0,2.0671701431274414,348.6900634765625,0.3924
2024-10-01,34.980955,5.71317,25.29,48.96,2.0,,1.6449740778819604,,0.07634953772740824,-0.09070294784580499,15.0,235.0,2.564008951187134,198.43495178222656,0.6405
2024-10-01,32.203,20.13086,24.03,67.56,4.73,,0.9697272105171124,,0.10501567398119123,-0.029760880784448617,46.199999999999996,4.0,10.57167911529541,274.3987121582031,0.0599
2024-10-01,30.37276,27.22865,23.92,59.82,3.72,,1.1931930642470006,,0.05858844217088964,-0.04637096774193549,10.2,215.0,1.282004475593567,108.43495178222656,0.0608
2024-10-01,33.8754,9.99103,25.93,56.83,1.81,,1.4451396561439984,,0.07600808849768052,-0.0729657716745235,19.2,61.0,1.1466596126556396,45.0,0.1086
2024-10-01,30.534187,26.084143,22.91,59.45,4.18,,1.1330402031715632,,0.09002695417789758,-0.13538014196527834,0.0,228.0,2.4324324131011963,180.0,1.6487
2024-10-01,32.52028,14.3223,23.44,62.99,1.99,,1.0677679219632727,,0.11340766929562146,-0.09324473975636766,22.8,82.0,18.806615829467773,187.43141174316406,0.2129
2024-10-01,32.32378,15.22077,24.48,62.03,2.01,,1.1660488712112107,,0.08838309193023945,-0.017609391675560283,39.0,1.0,0.5733298063278198,135.0,0.2725
2024-10-01,32.402665,14.489645,23.44,62.99,1.99,,1.0677679219632727,,0.1172218284904323,-0.10827016630840594,25.2,116.0,10.029175758361816,165.96376037597656,0.5073
2024-10-01,33.128858,3.320922,24.9,42.94,1.72,,1.7967952517745935,,0.12532842879663686,-0.0975558364938896,6.0,749.0,0.0,-1.0,3.3309
2024-10-01,33.06819,3.32727,24.9,42.94,1.72,,1.7967952517745935,,0.1179361179361179,-0.10836762688614539,6.0,762.0,2.2933192253112793,315.0,0.5661
2024-10-01,30.82937,8.02651,27.83,34.44,2.76,,2.4536983569068163,,0.09992518969755265,-0.12646409777626888,0.6,200.0,9.813825607299805,38.290164947509766,0.4287
2024-10-01,28.462097,7.515168,29.53,32.35,2.84,,2.793952996226047,,0.09002093510118632,-0.15136368575464523,30.0,477.0,1.282004475593567,341.5650634765625,0.238
2024-10-01,28.19021,9.80442,26.52,43.08,1.91,,1.9729394571916457,,0.07997949243783646,-0.10845413183790079,1.7999999999999998,574.0,1.1466596126556396,315.0,0.0871
2024-10-01,28.56204,7.46272,29.53,32.35,2.84,,2.793952996226047,,0.09966459032103497,-0.14676085138023978,32.4,446.0,2.2933192253112793,225.0,0.4836
2024-10-01,28.55846,7.51759,29.53,32.35,2.84,,2.793952996226047,,0.08675455116133082,-0.14135502430314453,28.799999999999997,465.0,6.710653305053711,334.98309326171875,0.1067
2024-10-01,28.601342,7.258455,29.53,32.35,2.84,,2.793952996226047,,0.09283950617283955,-0.19942118115221122,35.4,396.0,1.1466596126556396,225.0,0.6694
2024-10-01,28.576812,7.656598,29.53,32.35,2.84,,2.793952996226047,,0.10528460806955571,-0.18107700050327125,27.0,481.0,0.8108108043670654,180.0,0.3641
2024-10-01,28.617495,7.70928,29.53,32.35,2.84,,2.793952996226047,,0.10781352593565331,-0.15504807692307693,27.0,469.0,2.2933192253112793,45.0,0.1921
2024-10-01,28.68501,7.195422,29.53,32.35,2.84,,2.793952996226047,,0.08015918135304151,-0.1932744565217391,40.8,381.0,3.3430585861206055,194.03623962402344,0.2968
2024-10-01,28.449285,9.13764,26.56,41.09,1.89,,2.046730216231333,,0.0868852459016394,-0.15577249575551774,12.6,557.0,1.81302809715271,26.565052032470703,0.2815
2024-10-01,28.46604,9.05586,27.95,36.72,2.1,,2.3849851196480145,,0.09070092863503375,-0.14584578601315007,17.4,517.0,1.6216216087341309,270.0,0.4636
2024-10-01,28.71017,8.94274,27.95,36.72,2.1,,2.3849851196480145,,0.08757924395397981,-0.12272727272727271,22.8,568.0,1.1466596126556396,45.0,0.3193
2024-10-01,28.83289,22.12277,23.05,47.64,3.31,,1.4754760917710699,,0.08539944903581262,-0.1184165232358004,1.2,64.0,12.58716869354248,194.93141174316406,1.1124
2024-10-01,31.63316,5.980955,27.91,39.99,2.07,,2.2564764745254386,,0.090049527239982,-0.11009005697482077,21.599999999999998,168.0,1.81302809715271,116.56504821777344,0.9104
2024-10-01,31.587725,5.956748,27.91,39.99,2.07,,2.2564764745254386,,0.09276944065484312,-0.14824988923349577,21.599999999999998,137.0,0.5733298063278198,225.0,0.5512
2024-10-01,28.694353,22.375557,22.6,45.35,3.33,,1.4986016701659122,,0.08759053597295992,-0.13422509225092247,0.0,115.0,6.710653305053711,295.01690673828125,0.6692
2024-10-01,29.042533,20.786047,22.92,56.18,2.77,,1.225151188759342,,0.08539184952978054,-0.10937339232431322,0.6,97.0,0.5733298063278198,135.0,0.3862
2024-10-01,-17.59341,138.45776,30.6,24.33,3.59,,3.322890616080599,,0.30639494026704145,-0.14450069028992177,26.4,64.0,0.5733298063278198,45.0,0.5168
2024-10-01,-19.137603,139.157277,30.69,21.08,4.35,,3.4834575424829146,,0.3144927536231884,-0.005845816587504531,51.6,205.0,21.15113067626953,12.17145824432373,2.3284
2024-10-01,-14.06356,136.481854,28.84,68.89,3.95,,1.234690123354608,,0.5895081967213115,0.049123566327634705,24.599999999999998,25.0,1.81302809715271,26.565052032470703,1.7917
2024-10-01,-13.861906,136.757692,28.49,68.5,3.71,,1.2250736913910356,,0.5704134366925065,0.03977758768177931,22.2,49.0,2.3638994693756104,59.0362434387207,1.9222
2024-10-01,-13.7606,136.629265,28.49,68.5,3.71,,1.2250736913910356,,0.48124557678697805,-0.110875106202209,22.2,9.0,1.6216216087341309,180.0,0.8903
2024-10-01,-15.776492,136.148733,29.9,42.71,5.13,,2.416943872372234,,0.272895467160037,-0.24019878520154614,21.0,36.0,0.8108108043670654,180.0,11.3903
2024-10-01,-15.92684,136.53548,29.9,42.71,5.13,,2.416943872372234,,0.22466960352422904,-0.2337375964718853,16.2,4.0,3.2432432174682617,90.0,9.52
2024-10-01,-15.987435,136.574001,28.22,57.74,4.66,,1.617975180826917,,0.3738067964872088,-0.26899634295002034,18.599999999999998,11.0,0.0,-1.0,1.5672
2024-10-01,-16.053597,136.47267,29.9,42.71,5.13,,2.416943872372234,,0.33875138529737714,-0.27995231472282933,14.399999999999999,12.0,0.8108108043670654,0.0,2.1672
2024-10-01,-16.044218,136.815362,28.22,57.74,4.66,,1.617975180826917,,0.4241960183767228,-0.20495832442829673,10.799999999999999,10.0,0.0,-1.0,1.6406
2024-10-01,-16.179455,136.344535,29.9,42.71,5.13,,2.416943872372234,,0.41423948220064727,-0.15473887814313345,15.6,21.0,0.0,-1.0,1.9834
2024-10-01,-8.922196,141.049724,27.26,75.64,4.35,0.03,0.8818531108924019,2.0282329240187673,0.5062356833799948,0.0044127630685675346,36.6,14.0,5.191722393035889,231.34019470214844,5.6743
2024-10-01,34.466347,133.431557,23.35,79.36,1.98,0.35,0.592257434805807,1.588556920118378,0.09519725557461405,0.02119152339064374,76.8,61.0,21.08108139038086,0.0,0.3282
2024-10-01,35.93471,140.674621,23.47,92.06,4.09,3.22,0.22948990038052575,0.05067503496468426,0.1426573426573427,0.09664429530201347,69.6,11.0,1.1466596126556396,45.0,1.0782
2024-10-01,35.029438,136.871645,24.59,81.33,2.15,0.01,0.5771333457930647,1.5857982160323758,0.1111111111111111,0.041869522882181154,91.2,2.0,1.7199894189834595,315.0,1.4809
2024-10-01,34.05621,131.78782,24.35,75.99,1.51,0.07,0.7316279847111318,1.6040545520873297,0.14310051107325386,-0.12800519818063674,65.39999999999999,5.0,12.521712303161621,119.05460357666016,0.596
2024-10-01,-9.78058,-50.07172,35.08,34.14,1.76,0.01,3.719503104759471,4.679284762935554,0.745847176079734,0.24415507546611423,9.6,171.0,9.763455390930176,311.633544921875,0.2402
2024-10-01,-10.044584,-50.29817,35.08,34.14,1.76,0.01,3.719503104759471,4.679284762935554,0.3645148821028218,-0.15347721822541965,120.0,179.0,1.282004475593567,251.56504821777344,0.847
2024-10-01,-10.444486,-48.211036,32.56,29.03,1.72,,3.482727947109579,,0.3780011166945841,-0.08252788104089218,27.0,392.0,21.79407501220703,161.56504821777344,3.5246
2024-10-01,-10.87511,-45.493267,27.97,32.16,3.19,,2.5598289010704143,,0.41530944625407157,-0.04224834680382076,8.4,715.0,20.64783477783203,226.5911407470703,0.8925
2024-10-01,-10.777828,-46.536024,28.14,30.79,3.66,,2.637490974545231,,0.24589107315501124,-0.15938247445096762,21.599999999999998,543.0,1.7199894189834595,135.0,2.0087
2024-10-01,-7.810535,-45.484375,32.47,28.35,3.31,,3.4983288054126382,,0.44230769230769224,-0.05826217980914113,6.0,252.0,0.8108108043670654,180.0,1.2836
2024-10-01,-11.982876,-47.343637,31.38,25.14,3.12,,3.436599858048829,,0.41622930964876864,-0.09727225939269171,15.6,343.0,0.8108108043670654,90.0,3.4105
2024-10-01,-12.46754,-46.43983,27.95,32.89,3.96,0.08,2.5293355148479497,4.565172660577178,0.37829344935943915,-0.08032258064516129,15.0,534.0,45.69765853881836,158.6705322265625,0.6946
2024-10-01,-13.93146,-50.87051,33.48,22.44,2.61,,4.007658924940813,,0.6942934782608696,0.222249448664543,10.799999999999999,237.0,1.6216216087341309,0.0,1.7257
2024-10-01,-13.71572,-50.86793,34.04,21.89,2.3,,4.164136644470014,,0.5262584441054695,0.11104060913705584,20.4,236.0,2.564008951187134,341.5650634765625,5.811
2024-10-01,-12.720412,132.140607,31.79,50.24,3.05,0.01,2.3380437558471323,3.9605410574537436,0.38353765323993,-0.13629737609329445,18.599999999999998,27.0,2.2933192253112793,225.0,2.3484
2024-10-01,-21.551712,45.23533,29.05,46.64,3.13,0.01,2.143613368308918,3.7948052646834327,0.2711771177117711,-0.13152950018789936,16.8,261.0,1.6216216087341309,180.0,10.7373
